
















2017-08-29 23:17:18,"breast, cancer",28846324,Spiradenoma.,International journal of surgery case reports,"Miceli A, Ferrer-Bruker SJ.",2017,"[<abstracttext>Spiradenomas are well-differentiated, benign, dermal neoplasms originating from the sweat glands. Most spiradenomas occur between the ages of 15 to 35 years. Typically, they present as small solitary nodules that can grow to several centimeters, often with a blue, gray, or purple hue. They are strikingly painful. Spiradenomas usually arise on the head, neck, and trunk; however, cases in other areas such as the breast have occurred. Spiradenomas with varying morphology like multiple linear, zosteriform, blaschkoid, and nevoid spiradenomas have also been reported. Spiradenomas can occur concomitantly with cylindromas, trichoepitheliomas, and/or trichoblastomas. In patients with Brooke-Spiegler, multiple spiradenomas, cylindromas, and trichoepitheliomas can be seen.</abstracttext>]","['/books/NBK448150/""><img src=""/corehtml/pmc/pmcgifs/bookshelf/thumbs/th-statpearls.png"" alt=""Click here to read"" /></a></div><div class=""v_align_center""><a class=""book_title_link""']" 
2017-09-03 16:43:06,"liver,cancer",28734130,Right Lobe Living Donors Ages 55 and Older in Liver Transplantation.,Liver transplantation : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society,"Kim SH, Lee EC, Shim JR, Park SJ.",2017,"[<abstracttext>Insufficient is the evidence for safe use of elderly donors in adult-to-adult living donor liver transplantation (LDLT). The aim of this study was to evaluate the outcomes of right lobe LDLT by donor age (≥55 vs. &lt;55 years). All living donors who underwent right hepatectomy at the authors' institution between March 2008 and December 2015 were divided into 2 groups: group A with an age ≥ 55 and group B with an age &lt; 55. The selection criteria for elderly donor were preservation of middle hepatic vein, remnant liver volume ≥30%, and no or mild fatty liver. The matching criteria of recipients for the elderly donor grafts were model for end-stage liver disease score&lt;25, graft-to-recipient weight ratio&gt;0.8%, and body mass index&lt;25kg/m<sup>2</sup> . Perioperative data, complications by the Clavien classification, and the outcomes with at least 12 months follow-up were compared. Forty-two donors were enrolled in group A and 498 in group B. No significant differences in operative parameters were observed between the two groups. The peak postoperative AST, ALT, and total bilirubin levels made no difference between the two groups. The peak INR level was significantly lower in group A than in group B (p=0.001). All donors recovered completely with no significant differences in overall complications between the two groups. All recipients of grafts from donors in group A showed good initial function with no significant differences in 1-year graft and patient survival or biliary complications between two groups. These results provide clinical evidence for feasibility of right hepatectomy in living donors aged ≥ 55 years without compromising donor safety or recipient outcomes. This article is protected by copyright. All rights reserved.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>donor hepatectomy; elderly; liver transplantation; living donor</p></div>]",[],['http://dx.doi.org/10.1002/lt.24823']
2017-09-03 16:43:10,"liver,cancer",28734040,MicroRNA-374a Promotes Hepatocellular Carcinoma Cell Proliferation by Targeting Mitogen-Inducible Gene-6 (MIG-6).,Oncology research,"Li H, Chen H, Wang H, Dong Y, Yin M, Zhang L, Wei J.",2017,"[<abstracttext>Hepatocellular carcinoma (HCC) is a dreadful disease with poor prognosis rates and ineffective therapeutic options. Previous studies have reported the involvement of mitogeninducible gene 6 (MIG-6) as a negative regulator in tumor formation. MicroRNAs (miRNAs) play crucial roles in the development of different types of cancer. However, the underlying mechanisms of miRNAs in HCC are poorly understood. This study was aimed to investigate the role of miR-374a in HCC and its role in regulation of expression of MIG-6. The results showed that MIG-6 overexpression significantly inhibited cell viability of HepG2 cells after 4 day of post-transfection. Moreover, MIG-6 was a direct target of miR-374a and the expression of MIG-6 was remarkably down-regulated by overexpression of miR-374a in HepG2 cells. Furthermore, we found that overexpression of miR-374a promoted cell viability, however, the protective effect was abolished by MIG-6 overexpression. Besides, overexpression of miR-374a activated EGFR and AKT/ERK signal pathways by regulation of MIG-6. Our findings suggest that miR-374a could promote cell viability by targeting MIG-6 and activating EGFR and AKT/ERK signal pathways. These data will provide a promising therapeutic strategy for HCC treatment.</abstracttext>]",[],[],['https://www.ingentaconnect.com/content/10.3727/096504017X15000784459799']
2017-09-03 16:43:15,"liver,cancer",28733904,Polyamines: therapeutic perspectives in oxidative stress and inflammatory diseases.,Amino acids,"Hussain T, Tan B, Ren W, Rahu N, Dad R, Kalhoro DH, Yin Y.",2017,"[<abstracttext>Polyamines are naturally occurring aliphatic compounds, particularly essential elements for biological functions. These compounds play a central role in regulating molecular pathways which are responsible for cellular proliferation, growth, and differentiation. Importantly, excessive polyamine catabolism can lead to a prominent source of oxidative stress which increases inflammatory response and thought to be involved in several diseases including stroke, renal failure, neurological disease, liver disease, and even cancer. Moreover, polyamine supplementation increases life span in model organisms and may encounter oxidative stress via exerting its potential anti-oxidant and anti-inflammatory properties. The revealed literature indicates that an emerging role of polyamine biosynthetic pathway could be a novel target for drug development against inflammatory diseases. In this review, we expand the knowledge on the metabolism of polyamines, and its anti-oxidant and anti-inflammatory activities which might have future implications against inflammatory diseases in humans and animals.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Anti-inflammatory properties; Anti-oxidant; Oxidative stress; Polyamines</p></div>]",[],['https://dx.doi.org/10.1007/s00726-017-2447-9']
2017-09-03 16:43:18,"liver,cancer",28733780,Robotic left lateral sectionectomy as stepwise approach for cirrhotic liver.,Journal of robotic surgery,"Araujo RLC, de Castro LA, Fellipe FEC, Burgardt D, Wohnrath DR.",2017,"[<abstracttext>Laparoscopy is considered the gold standard approach to perform left lateral sectionectomy (LLS). Furthermore, laparoscopy for cirrhotic patients can reduce intraoperative bleeding and postoperative morbidity when compared to open surgery. Although robotic surgery is feasible for both minor and major liver resections, it remains a work in progress and only few series reported this approach for cirrhotic patients. We reported two cases of 62-year-old men, both with hepatitis C virus and alcoholic cirrhosis, but with compensated liver functions (MELD 9-10 and Child-Pugh A5-A6). The patients were diagnosed with a single lesion in the left lobe. Robotic LLS was performed using intraoperative ultrasound to confirm findings of pre-operative image, and linear staplers were used to control left lobe inflow and outflow. The specimens were removed through Pfannenstiel incision in both patients. Both procedures followed the same standardization. The total operative time was 250 and 151 min with estimated blood loss of 100 and 70 ml, respectively, for cases 1 and 2. The procedures were made without Pringle maneuver and postoperative course was uneventful with hospital discharge at third and fourth postoperative day, respectively. The pathology examination confirmed a 2.5- and 4.5-cm hepatocellular carcinoma, respectively; both presented negative margins and cirrhosis. Robotic LLS seems to be as feasible as conventional laparoscopic approach as a stepwise procedure in a robotic learning curve for liver resection. Its benefits can also be offered to selected cirrhotic patients.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Hepatectomy; Hepatocellular carcinoma; Liver cirrhosis; Minimally invasive surgery; Robotics</p></div>]",[],['https://dx.doi.org/10.1007/s11701-017-0730-0']
2017-09-03 16:43:23,"liver,cancer",28733745,Perioperative and oncological outcomes of laparoscopic anatomical hepatectomy for hepatocellular carcinoma introduced gradually in a single center.,Surgical endoscopy,"Ryu T, Honda G, Kurata M, Kobayashi S, Sakamoto K, Honjo M.",2017,"[<abstracttext label=""BACKGROUND"" nlmcategory=""BACKGROUND"">Anatomical hepatectomy is an ideal curative treatment for hepatocellular carcinoma (HCC). We have standardized our laparoscopic anatomical hepatectomy (LAH) procedure, gradually extending its indications. In the present study, we describe our experience and the perioperative and oncological outcomes of LAH for HCC compared to those of open anatomical hepatectomy (OAH) during the gradual introduction of LAH.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">Seventy patients with primary HCC underwent anatomical hepatectomy in our institution from November 2008 to April 2014. As we gained experience with LAH, our indications for choosing LAH over OAH gradually expanded. Ultimately, 40 and 30 patients underwent LAH and OAH, respectively. Perioperative and oncological outcomes were compared between the two groups.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">There were no significant differences in age, sex, background of liver disease, liver function, tumor size, tumor number, or type of liver resection between the two groups. Major complications and mortality rates were similar between the LAH and OAH groups (12.5% vs. 20%; p = 0.582, and 0% vs. 3.3%; p = 0.429, respectively). The median follow-up time after surgery was 40.5 months in the LAH group and 32.9 months in the OAH group (p = 0.835). The 1-, 3-, and 5-year overall survival rates were 89.9, 84.7, and 70.9%, in the LAH group, and 89.8, 68.0, and 63.1% in the OAH group, respectively (p = 0.255). The 1-, 3-, and 5-year disease-free survival rates were 79.5, 58.0, and 42.5%, in the LAH group, and 72.4, 56.1, and 50.4% in the OAH group, respectively (p = 0.980).</abstracttext>, <abstracttext label=""CONCLUSIONS"" nlmcategory=""CONCLUSIONS"">Through gradual introduction of LAH, we obtained comparable results to those achieved with OAH. LAH can be a feasible surgical treatment for primary HCC, with good oncological outcomes.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Anatomical hepatectomy; Hepatocellular carcinoma; Laparoscopic hepatectomy</p></div>]",[],['https://dx.doi.org/10.1007/s00464-017-5745-0']
2017-09-03 16:43:27,"liver,cancer",28733737,Surveillance strategy according to age after endoscopic resection of early gastric cancer.,Surgical endoscopy,"Yang HJ, Kim SG, Lim JH, Choi JM, Oh S, Park JY, Han SJ, Kim J, Chung H, Jung HC.",2017,"[<abstracttext label=""BACKGROUND"" nlmcategory=""BACKGROUND"">Whether surveillance strategy after curative endoscopic submucosal dissection (ESD) for early gastric cancer (EGC) differs in young patients is unclear. This study aimed to evaluate the risk of metachronous and extragastric recurrence in young patients with EGC after curative ESD.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">We retrospectively enrolled 1237 consecutive patients who underwent curative ESD for EGC from 2005 to 2014 at a single tertiary hospital. The patients were divided into group 1 (&lt;50 years of age, n = 86), group 2 (age 50-74, n = 985), or group 3 (≥75 years of age, n = 166). The clinical characteristics and outcomes were compared among the three age groups.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">Group 1 had more frequent Helicobacter pylori infection (P &lt; 0.001), less frequent intestinal metaplasia (P = 0.021), and more frequent undifferentiated tumors (P = 0.039). Although the 5-year risk of developing metachronous recurrence appeared to be lower in group 1 (2.7%) than in groups 2 (8.6%) or 3 (8.7%), the risk became quite similar at the 7-year follow-up (6.4, 12.7, and 8.7% for groups 1, 2, and 3, respectively; P = 0.409 by log-rank test). Extragastric recurrences developed in only 2 cases in group 2 (0.2%).</abstracttext>, <abstracttext label=""CONCLUSIONS"" nlmcategory=""CONCLUSIONS"">Surveillance for metachronous and extragastric recurrence after curative ESD in patients &lt;50 years of age should not be different from that in patients ≥50 years of age. Endoscopic surveillance for metachronous recurrence should be continued for longer than 5 years, even in young patients.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Early gastric cancer; Endoscopic submucosal dissection; Metachronous gastric cancer; Surveillance; Young patients</p></div>]",[],['https://dx.doi.org/10.1007/s00464-017-5753-0']
2017-09-03 16:43:30,"liver,cancer",28733732,Predictive risk factors associated with cholangitis following ERCP.,Surgical endoscopy,"Tierney J, Bhutiani N, Stamp B, Richey JS, Bahr MH, Vitale GC.",2017,"[<abstracttext label=""BACKGROUND"" nlmcategory=""BACKGROUND"">Endoscopic retrograde cholangiopancreatography (ERCP) with stent placement is used for the management of many pancreaticobiliary disorders. It is generally safe with a few short-term complications. The risk factors for the development of post-ERCP cholangitis due to stent occlusion have not been previously described. This study identified such risk factors among patients undergoing ERCP and stent placement for pancreatic or biliary obstruction.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">3648 ERCPs performed at the University of Louisville from 2008 to 2016 were reviewed. Data including patient demographics, diagnostic, laboratory, and ERCP related data were included. Patients were classified as having post-ERCP cholangitis if they developed jaundice, fever, right upper quadrant abdominal pain, and confirmatory findings of stent occlusion and/or purulent drainage at the time of repeat ERCP. These patients were compared to those who did not develop post-ERCP cholangitis using univariate and multivariate analyses.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">A total of 431 patients met inclusion criteria. Of these, 57 (13.2%) developed post-ERCP cholangitis. The average age of patients was 57 years with 57% women and 43% men. On univariate analysis, patients developing post-ERCP cholangitis were more likely to be of increased age, have higher white blood cell count (WBC), total bilirubin (TBili), AST, ALT, and alkaline phosphatase (AlkPhos), and a decreased serum albumin level. Risk factors for post-ERCP cholangitis due to stent occlusion identified on multivariate analysis include: a diagnosis of cancer, the placement of multiple biliary stents at index ERCP, and low serum albumin level.</abstracttext>, <abstracttext label=""CONCLUSIONS"" nlmcategory=""CONCLUSIONS"">The development of post-ERCP cholangitis due to stent occlusion is strongly associated with the presence of malignancy, the placement of multiple biliary stents, and low serum albumin. A decreased threshold to monitor for stent occlusion, including routine liver function tests and prophylactic stent removal or exchange, should be employed in patients with these characteristics.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Cholangitis; Endoscopic retrograde cholangiopancreatography</p></div>]",[],['https://dx.doi.org/10.1007/s00464-017-5746-z']
2017-09-03 16:43:35,"liver,cancer",28733442,<sup>89</sup>Zr-lumretuzumab PET imaging before and during HER3 antibody lumretuzumab treatment in patients with solid tumors.,Clinical cancer research : an official journal of the American Association for Cancer Research,"Bensch F, Lamberts LE, Smeenk MM, Jorritsma-Smit A, Lub-de Hooge MN, Terwisscha van Scheltinga AGT, de Jong JR, Gietema JA, Schröder CP, Thomas M, Jacob W, Abiraj K, Adessi C, Meneses-Lorente G, James I, Weisser M, Brouwers AH, de Vries EG.",2017,"[<abstracttext><b>Purpose</b>: We evaluated biodistribution and tumor targeting of <sup>89</sup>Zr-lumretuzumab before and during treatment with lumretuzumab, a human epidermal growth factor receptor 3 (HER3)-targeting monoclonal antibody. &lt;p&gt;<b>Experimental design</b>: 20 patients with histologically confirmed HER3-expressing tumors received <sup>89</sup>Zr-lumretuzumab and underwent Positron Emission Tomography (PET). In Part A, <sup>89</sup>Zr-lumretuzumab was given with additional, escalating doses of unlabeled lumretuzumab and scans were performed 2, 4 and 7 days postinjection to determine optimal imaging conditions. In Part B, patients were scanned following tracer injection before (baseline) and after a pharmacodynamic (PD)-active lumretuzumab dose for saturation analysis. HER3 expression was determined immunohistochemically in skin biopsies. Tracer uptake was calculated as standardized uptake value (SUV).&lt;/p&gt; &lt;p&gt;<b>Results</b>: Optimal PET conditions were found to be 4 and 7 days after administration of <sup>89</sup>Zr-lumretuzumab with 100 mg unlabeled lumretuzumab. At baseline using 100 mg unlabeled lumretuzumab, the tumor SUVmax was 3.4 (±1.9) at 4 days postinjection. SUVmean for normal blood, liver, lung and brain tissues were 4.9, 6.4, 0.9 and 0.2, respectively. Saturation analysis (<i>n</i>=7) showed that 4 days after lumretuzumab administration, tumor uptake decreased by 11.9% (±8.2), 10.0% (±16.5) and 24.6% (±20.9) at PD-active doses of 400, 800 and 1600 mg, respectively, when compared to baseline. Membranous HER3 was completely downregulated in paired skin biopsies already at and above 400 mg lumretuzumab.&lt;/p&gt; &lt;p&gt;<b>Conclusions</b>: PET imaging showed biodistribution and tumor specific <sup>89</sup>Zr-lumretuzumab uptake. Although, PD-active lumretuzumab doses decreased <sup>89</sup>Zr-lumretuzumab uptake, there was no clear evidence of tumor saturation by PET imaging as the tumor SUV did not plateau with increasing doses.</abstracttext>]",[],[],['http://clincancerres.aacrjournals.org/cgi/pmidlookup?view=long&pmid=28733442']
2017-09-03 16:43:39,"liver,cancer",28733220,Pan-mTOR inhibitor MLN0128 is effective against intrahepatic cholangiocarcinoma induced in mice by AKT and Yap co-expression.,Journal of hepatology,"Zhang S, Song X, Cao D, Xu Z, Fan B, Che L, Hu J, Chen B, Dong M, Pilo MG, Cigliano A, Evert K, Ribback S, Dombrowski F, Pascale RM, Cossu A, Vidili G, Porcu A, Simile MM, Pes GM, Giannelli G, Gordan J, Wei L, Evert M, Cong W, Calvisi DF, Chen X.",2017,"[<abstracttext label=""BACKGROUND &amp; AIMS"" nlmcategory=""OBJECTIVE"">Intrahepatic cholangiocarcinoma (ICC) is a lethal malignancy without effective treatment options. MLN0128, a second-generation pan-mTOR inhibitor, shows efficacy for multiple tumor types.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">We established a novel ICC mouse model via hydrodynamic transfection of activated forms of AKT (myr-AKT) and Yap (YapS127A) protooncogenes (that will be referred to as AKT/YapS127A). Genetic approaches were applied to study the requirement of mTORC1 and mTORC2 in mediating AKT/YapS127A driven tumorigenesis. Gemcitabine/Oxaliplatin and MLN0128 were administered in AKT/YapS127A tumor-bearing mice to study their anti-tumor efficacy in vivo. Multiple human ICC cell lines were used for in vitro experiments. Hematoxylin and eosin staining, immunohistochemistry and immunoblotting were applied for characterization and mechanistic study.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">Co-expression of myr-AKT and YapS127A promoted ICC development in mice. Both mTORC1 and mTORC2 complexes were required for AKT/YapS127A ICC development. Gemcitabine/Oxaliplatin had limited efficacy in treating late stage AKT/YapS127A ICC. In contrast, partial tumor regression was achieved when MLN0128 was applied in the late stage of AKT/YapS127A cholangiocarcinogenesis. Furthermore, when MLN0128 was administered in the early stage of AKT/YapS127A carcinogenesis, it led to disease stabilization. Mechanistically, MLN0128 efficiently inhibited AKT/mTOR signaling both in vivo and in vitro, inducing strong ICC cell apoptosis and only marginally affecting proliferation.</abstracttext>, <abstracttext label=""CONCLUSIONS"" nlmcategory=""CONCLUSIONS"">Altogether, our study suggests that mTOR kinase inhibitors may be beneficial for the treatment of ICC, even in tumors that are resistant to standard of care chemotherapeutics such as gemcitabine/Oxaliplatin based regimen, especially in the subset exhibiting activated AKT/mTOR cascade.</abstracttext>, <abstracttext label=""LAY SUMMARY"" nlmcategory=""UNASSIGNED"">We established a novel mouse model of intrahepatic cholangiocarcinoma (ICC). Using this new preclinical model, we evaluated the therapeutic potential of mTOR inhibitor MLN0128 versus Gemcitabine/Oxaliplatin (the standard chemotherapy for ICC treatment). Our study shows the anti-neoplastic potential of MLN0128, suggesting that it may be superior to Gemcitabine/Oxaliplatin based chemotherapy for the treatment of ICC, especially in the tumors exhibiting activated AKT/mTOR cascade.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Dual mTOR inhibitor; Gemcitabine; Intrahepatic cholangiocarcinoma; MLN0128; Mouse model; Targeted therapy; Translational medicine</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0168-8278(17)32149-9']
2017-09-03 16:43:43,"liver,cancer",28733185,FDG-PET parameters as predictors of pathologic response and nodal clearance in patients with stage III non-small cell lung cancer receiving neoadjuvant chemoradiation and surgery.,Practical radiation oncology,"Arnett AL, Packard AT, Mara K, Mansfield AS, Wigle DA, Haddock MG, Park SS, Olivier KR, Garces YI, Merrell KW.",2017,"[<abstracttext label=""OBJECTIVE"" nlmcategory=""OBJECTIVE"">Pathologic complete response (pCR) following neoadjuvant chemoradiation (CRT) is associated with improved outcomes in stage III non-small cell lung cancer. Conflicting results exist regarding the value of <sup>18</sup>F-fluorodeoxyglucose positron emission tomography (FDG-PET) in predicting pCR. This study evaluated the association between post-CRT FDG-PET and pCR using novel FDG-PET parameters.</abstracttext>, <abstracttext label=""METHODS AND MATERIALS"" nlmcategory=""METHODS"">This retrospective study included patients treated with CRT and resection. All underwent pre- and post-CRT FDG-PET imaging. Maximum standard uptake value (SUV<sub>max</sub>), standard uptake ratio (SUR), metabolic tumor volume (MTV), and total lesion glycolysis (TLG) were measured.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">In total, 44 patients were included for review. The majority had cT2 disease (59.0%). Median radiation dose was 60 Gy (45-70.2 Gy). Rate of pCR and near-pCR within the primary lesion was 29.5% and 45.5%, respectively. Average reduction in SUV<sub>max</sub> was 9.2, whereas SUR normalized to mediastinum and liver showed mean reductions of 4.7 and 3.5, respectively. No association was found between pCR and either MTV or TLG. Reduction in SUV<sub>max</sub> and SUR were significantly associated with increased rate of pCR (P ≤ .02). A threshold of &gt;75% decrease in SUR-liver showed significant association with near-pCR (diagnostic odds ratio [DOR]: 8.3; P = .007). No correlation was found between nodal FDG-PET parameters and nodal pCR.</abstracttext>, <abstracttext label=""CONCLUSIONS"" nlmcategory=""CONCLUSIONS"">Our results indicate SUV and SUR have utility in predicting pCR after neoadjuvant CRT. SUR parameters trended toward higher DORs, suggesting improved predictive utility compared with SUV<sub>max</sub>. Notably, no association was found with nodal pCR. Furthermore, MTV and TLG changes were not predictive, potentially resulting from inflammation after full-dose radiation, but this warrants further investigation.</abstracttext>]",[],[],['https://linkinghub.elsevier.com/retrieve/pii/S1879-8500(17)30120-0']
2017-09-03 16:43:47,"liver,cancer",28732877,Enhanced antitumor activity of gemcitabine by polysaccharide-induced NK cell activation and immune cytotoxicity reduction in vitro/vivo.,Carbohydrate polymers,"Xie X, Zhou Y, Wang X, Guo J, Li J, Fan H, Dou J, Shen B, Zhou C.",2017,"[<abstracttext>The polysaccharide SEP has been reported to activate NK and T cells via TLR2/4. Here, the combination of gemcitabine (GEM) and SEP against HepG-2 was investigated. SEP apparently enhanced antitumor activity of gemcitabine against liver cancer through stimulating NKG2D and DAP10/Akt pathway to activate NK cells. The NKG2D upregulation could improve the sensitivity of NK-92 cells targeting to its ligand MICA expressed on HepG-2 cells. Meanwhile, GEM up-regulated MICA expression and attenuated soluble MICA secretion through inhibiting ADAM10 expression, which in turn enhanced the cytotoxicity of NK-92 cells against cancer cells. SEP remarkably enhanced GEM antitumor activity with an inhibitory rate of 79.1% in an H22-bearing mouse model. Moreover, SEP reversed atrophy and apoptosis caused by GEM in both spleen and bone marrow through suppressing ROS secretion in vivo. The data indicated that the combination of SEP and GEM is a potential chemo-immunotherapy strategy for liver cancer treatment clinically.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Antitumor activity; Gemcitabine; Hepatocellular carcinoma; Immune cytotoxicity; NK-92 activation; SEP</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0144-8617(17)30662-8']
2017-09-03 16:43:51,"liver,cancer",28732861,Fabrication and characterization of hollow starch nanoparticles by gelation process for drug delivery application.,Carbohydrate polymers,"Yang J, Li F, Li M, Zhang S, Liu J, Liang C, Sun Q, Xiong L.",2017,"[<abstracttext>Hollow nanoparticles (HNPs) have been widely regarded as controlled drug carriers owing to their advantages, such as high drug-loading efficiency and superior control over drug delivery and release. In this study, a facile and efficient strategy has been exploited for preparation of hollow starch nanoparticles (HSNPs) via a sacrificial hard-template process using gelled starch as the shell. These nanocapsules have been characterized through various techniques, including transmission electron microscopy, differential scanning calorimetry, X-ray diffraction, and Fourier transform infrared spectroscopy. The HSNPs have diameters ranging from 30nm to 300nm, with shell thickness of 5-10nm. X-ray diffraction analysis has revealed that HSNPs exhibit B+V type diffraction peaks with a relative crystallinity of 34.2%. Doxorubicin hydrochloride (DOX·HCl) was readily encased in the nanocarriers with a high loading efficiency (97.56%) and a high loading content (37.12%). In addition, no cytotoxicity for normal liver cells was found in HSNPs. However, DOX·HCl-loaded HSNPs exhibited clear cytotoxicity for liver hepatocellular cells. Thus, the hollow starch nanoparticles form a highly promising platform for cancer therapy.</abstracttext>]","[<div class=""keywords""><h4>KEYWORDS: </h4><p>Calcium carbonate; Drug encapsulation; Gel; Hollow nanocarriers; Starch coating</p></div>]",[],['https://linkinghub.elsevier.com/retrieve/pii/S0144-8617(17)30633-1']
2017-09-03 16:44:22,"liver,cancer",28726775,Oroxylin A activates PKM1/HNF4 alpha to induce hepatoma differentiation and block cancer progression.,Cell death &amp; disease,"Wei L, Dai Y, Zhou Y, He Z, Yao J, Zhao L, Guo Q, Yang L.",2017,"[<abstracttext>Liver cancer is the second cause of death from cancer worldwide, without effective treatment. Traditional chemotherapy for liver cancer has big side effects for patients, whereas targeted drugs, such as sorafenib, commonly have drug resistance. Oroxylin A (OA) is the main bioactive flavonoids of Scutellariae radix, which has strong anti-hepatoma effect but low toxicity to normal tissue. To date, no differentiation-inducing agents have been reported to exert a curative effect on solid tumors. Here our results demonstrated that OA restrained the proliferation and induced differentiation of hepatoma both in vitro and in vivo, via inducing a high PKM1 (pyruvate kinase M1)/PKM2 (pyruvate kinase M2) ratio. In addition, inhibited expression of polypyrimidine tract-binding protein by OA was in charge of the decrease of PKM2 and increase of PKM1. Further studies demonstrated that increased PKM1 translocated into the nucleus and bound with HNF-4α (hepatocyte nuclear factor 4 alpha) directly, promoting the transcription of HNF-4α-targeted genes. This work suggested that OA increased PKM1/PKM2 ratio, resulting in HNF-4α activation and hepatoma differentiation. Especially, OA showed reliable anticancer effect on both human primary hepatocellular carcinoma cells and patient-derived tumor xenograft model for hepatoma, and slowed down the development of primary hepatoma, suggesting that OA could be developed into a novel differentiation inducer agent for hepatoma.</abstracttext>]",[],[],"['http://dx.doi.org/10.1038/cddis.2017.335', 'https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/28726775/']"
2017-09-03 16:44:26,"liver,cancer",28729400,Vessel-Targeted Chemophototherapy with Cationic Porphyrin-Phospholipid Liposomes.,Molecular cancer therapeutics,"Luo D, Geng J, Li N, Carter KA, Shao S, Atilla-Gokcumen GE, Lovell JF.",2017,"[<abstracttext>Cationic liposomes have been used for targeted drug delivery to tumor blood vessels, via mechanisms that are not fully elucidated. Doxorubicin (Dox)-loaded liposomes were prepared that incorporate a cationic lipid; 1,2-dioleoyl-3-trimethylammonium-propane (DOTAP), along with a small amount of porphyrin-phospholipid (PoP). Near infrared (NIR) light induced release of entrapped Dox via PoP-mediated DOTAP photo-oxidation. The formulation was optimized to enable extremely rapid NIR light-triggered Dox release (i.e. in 15 seconds), while retaining reasonable serum stability. In vitro, cationic PoP liposomes readily bound both to MIA PaCa-2 human pancreatic cancer cells and human vascular endothelial cells. When administered intravenously, cationic PoP liposomes were cleared from circulation within minutes, with most accumulation in the liver and spleen. Fluorescence imaging revealed that some cationic PoP liposomes also localized at the tumor blood vessels. Compared to analogous neutral liposomes, strong tumor photo-ablation was induced with a single treatment of cationic PoP liposomes and laser irradiation (5 mg/kg Dox and 100 J/cm<sup>2</sup> NIR light). Unexpectedly, empty cationic PoP liposomes (lacking Dox) induced equally potent anti-tumor phototherapeutic effects as the drug loaded ones. A more balanced chemo- and photo- therapeutic response was subsequently achieved when anti-tumor studies were repeated using higher drug dosing (7 mg/kg Dox) and an ultralow fluence phototreatment (20 J/cm<sup>2</sup> NIR light). These results demonstrate the feasibility of vessel-targeted chemophototherapy using cationic PoP liposomes and also illustrate synergistic considerations.</abstracttext>]",[],[],['http://mct.aacrjournals.org/cgi/pmidlookup?view=long&pmid=28729400']
